Entity,Code,Day,average_deaths_2015_2019_all_ages,deaths_2020_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages
Sweden,SWE,2020-07-05,1579.4,1565,1674,1549,1549,1588,1537,
Sweden,SWE,2020-07-12,1566.6,1571,1560,1605,1525,1585,1558,
Sweden,SWE,2020-07-19,1572.6,1513,1529,1616,1512,1724,1482,
Sweden,SWE,2020-07-26,1561.6,1540,1538,1630,1484,1642,1514,
Sweden,SWE,2020-08-02,1582.4,1547,1588,1574,1536,1723,1491,
Sweden,SWE,2020-08-09,1529.6,1571,1524,1574,1552,1450,1548,
Sweden,SWE,2020-08-16,1527.6,1517,1535,1567,1545,1505,1486,
Sweden,SWE,2020-08-23,1538.8,1578,1563,1567,1527,1495,1542,
Sweden,SWE,2020-08-30,1587.6,1486,1458,1686,1568,1584,1642,
Sweden,SWE,2020-09-06,1571.6,1517,1648,1556,1596,1617,1441,
Sweden,SWE,2020-09-13,1550.6,1527,1552,1536,1590,1516,1559,
Sweden,SWE,2020-09-20,1568.8,1513,1566,1531,1562,1645,1540,
Sweden,SWE,2020-09-27,1593.4,1563,1633,1601,1532,1553,1648,
Sweden,SWE,2020-10-04,1640.2,1547,1651,1598,1708,1606,1638,
Sweden,SWE,2020-10-11,1650.8,1543,1528,1662,1695,1715,1654,
Sweden,SWE,2020-10-18,1627.2,1612,1574,1750,1648,1542,1622,
Sweden,SWE,2020-10-25,1670.4,1570,1698,1626,1644,1660,1724,
Sweden,SWE,2020-11-01,1695.4,1691,1658,1718,1757,1706,1638,
Sweden,SWE,2020-11-08,1663,1673,1652,1717,1608,1640,1698,
Sweden,SWE,2020-11-15,1689.8,1868,1710,1771,1753,1541,1674,
Sweden,SWE,2020-11-22,1665.2,1989,1678,1702,1700,1534,1712,
Sweden,SWE,2020-11-29,1737.8,1959,1691,1790,1740,1780,1688,
Sweden,SWE,2020-12-06,1786,2148,1805,1842,1765,1787,1731,
Sweden,SWE,2020-12-13,1752.6,2117,1669,1858,1797,1720,1719,
Sweden,SWE,2020-12-20,1800.6,2299,1753,1868,1815,1741,1826,
Sweden,SWE,2020-12-27,1830.8,2316,1737,2012,1929,1758,1718,
Sweden,SWE,2021-01-03,1830.8,2374,,,,,,
Switzerland,CHE,2020-01-05,1468.6,1314,1423,1340,1678,1561,1341,1871
Switzerland,CHE,2020-01-12,1479.6,1366,1494,1243,1731,1541,1389,1763
Switzerland,CHE,2020-01-19,1489,1418,1524,1323,1746,1494,1358,1735
Switzerland,CHE,2020-01-26,1457.6,1416,1480,1351,1657,1397,1403,1578
Switzerland,CHE,2020-02-02,1467,1426,1590,1345,1564,1397,1439,1402
Switzerland,CHE,2020-02-09,1502,1396,1656,1340,1592,1441,1481,1372
Switzerland,CHE,2020-02-16,1506.6,1383,1805,1313,1402,1458,1555,1254
Switzerland,CHE,2020-02-23,1508,1369,1772,1380,1383,1478,1527,1251
Switzerland,CHE,2020-03-01,1521.4,1349,1729,1320,1395,1636,1527,1191
Switzerland,CHE,2020-03-08,1447.2,1357,1549,1355,1348,1532,1452,1138
Switzerland,CHE,2020-03-15,1388.4,1396,1541,1278,1262,1482,1379,
Switzerland,CHE,2020-03-22,1339.8,1530,1435,1294,1239,1380,1351,
Switzerland,CHE,2020-03-29,1283,1630,1293,1269,1183,1348,1322,
Switzerland,CHE,2020-04-05,1299.8,1879,1302,1242,1234,1339,1382,
Switzerland,CHE,2020-04-12,1235.2,1647,1229,1224,1201,1300,1222,
Switzerland,CHE,2020-04-19,1228.2,1576,1284,1139,1181,1229,1308,
Switzerland,CHE,2020-04-26,1198.6,1377,1215,1175,1223,1147,1233,
Switzerland,CHE,2020-05-03,1227.8,1250,1275,1172,1210,1226,1256,
Switzerland,CHE,2020-05-10,1196,1184,1161,1149,1204,1200,1266,
Switzerland,CHE,2020-05-17,1174,1153,1152,1176,1207,1117,1218,
Switzerland,CHE,2020-05-24,1207.2,1190,1129,1227,1186,1223,1271,
Switzerland,CHE,2020-05-31,1155.8,1102,1099,1150,1126,1159,1245,
Switzerland,CHE,2020-06-07,1162.4,1171,1171,1104,1108,1178,1251,
Switzerland,CHE,2020-06-14,1138.4,1152,1169,1113,1120,1119,1171,
Switzerland,CHE,2020-06-21,1174,1149,1100,1237,1196,1127,1210,
Switzerland,CHE,2020-06-28,1191.8,1180,1197,1172,1166,1181,1243,
Switzerland,CHE,2020-07-05,1191,1180,1295,1092,1158,1152,1258,
Switzerland,CHE,2020-07-12,1182.4,1174,1358,1164,1087,1078,1225,
Switzerland,CHE,2020-07-19,1222,1114,1295,1235,1151,1223,1206,
Switzerland,CHE,2020-07-26,1191.6,1156,1174,1181,1121,1222,1260,
Switzerland,CHE,2020-08-02,1171.2,1280,1140,1113,1200,1264,1139,
Switzerland,CHE,2020-08-09,1164.8,1172,1215,1150,1099,1222,1138,
Switzerland,CHE,2020-08-16,1163.6,1230,1195,1166,1128,1187,1142,
Switzerland,CHE,2020-08-23,1177.4,1219,1152,1131,1207,1145,1252,
Switzerland,CHE,2020-08-30,1165.2,1173,1172,1137,1164,1206,1147,
Switzerland,CHE,2020-09-06,1167.6,1167,1151,1184,1153,1178,1172,
Switzerland,CHE,2020-09-13,1192.4,1259,1188,1103,1190,1230,1251,
Switzerland,CHE,2020-09-20,1209.6,1243,1130,1180,1265,1177,1296,
Switzerland,CHE,2020-09-27,1218.2,1254,1188,1212,1243,1211,1237,
Switzerland,CHE,2020-10-04,1255,1243,1235,1286,1295,1225,1234,
Switzerland,CHE,2020-10-11,1243.6,1334,1168,1271,1268,1233,1278,
Switzerland,CHE,2020-10-18,1243.2,1289,1220,1277,1210,1211,1298,
Switzerland,CHE,2020-10-25,1237.4,1492,1203,1230,1214,1233,1307,
Switzerland,CHE,2020-11-01,1249.2,1694,1286,1313,1153,1272,1222,
Switzerland,CHE,2020-11-08,1258.8,2068,1169,1286,1312,1263,1264,
Switzerland,CHE,2020-11-15,1283,2147,1199,1353,1251,1248,1364,
Switzerland,CHE,2020-11-22,1275.8,2155,1257,1193,1318,1280,1331,
Switzerland,CHE,2020-11-29,1335.6,2121,1255,1331,1396,1321,1375,
Switzerland,CHE,2020-12-06,1319.6,2175,1307,1294,1390,1389,1218,
Switzerland,CHE,2020-12-13,1324.2,2213,1240,1301,1357,1356,1367,
Switzerland,CHE,2020-12-20,1366.2,2185,1208,1446,1456,1322,1399,
Switzerland,CHE,2020-12-27,1387.2,2117,1294,1589,1375,1349,1329,
Switzerland,CHE,2021-01-03,1387.2,1982,,,,,,
Taiwan,TWN,2020-01-05,3358,3494,3356,3196,3326,3494,3418,
Taiwan,TWN,2020-01-12,3409.4,3528,3368,3379,3252,3661,3387,
Taiwan,TWN,2020-01-19,3532.4,3572,3412,3565,3372,3901,3412,
Taiwan,TWN,2020-01-26,3586.2,3663,3316,4047,3587,3483,3498,
Taiwan,TWN,2020-02-02,3663.8,3862,3254,4052,3640,3646,3727,
Taiwan,TWN,2020-02-09,3746.8,3993,3278,4278,3589,4161,3428,
Taiwan,TWN,2020-02-16,3832,3860,3502,4126,3870,4086,3576,
Taiwan,TWN,2020-02-23,3709.2,3655,3449,4158,3529,3845,3565,
Taiwan,TWN,2020-03-01,3600.6,3556,3313,4012,3515,3635,3528,
Taiwan,TWN,2020-03-08,3525.6,3579,3272,3845,3482,3604,3425,
Taiwan,TWN,2020-03-15,3485.4,3202,3249,3648,3426,3533,3571,
Taiwan,TWN,2020-03-22,3438.8,3485,3379,3519,3288,3448,3560,
Taiwan,TWN,2020-03-29,3423.6,3287,3254,3626,3277,3490,3471,
Taiwan,TWN,2020-04-05,3369.8,3292,3276,3484,3429,3295,3365,
Taiwan,TWN,2020-04-12,3301.6,3356,3281,3326,3307,3307,3287,
Taiwan,TWN,2020-04-19,3252.4,3553,3294,3314,3065,3302,3287,
Taiwan,TWN,2020-04-26,3162.6,3180,3116,3186,3067,3157,3287,
Taiwan,TWN,2020-05-03,3180.4,3301,3040,3261,3206,3215,3180,
Taiwan,TWN,2020-05-10,3095.8,3278,3016,3118,3117,3026,3202,
Taiwan,TWN,2020-05-17,3145.2,3165,3123,3004,3034,3185,3380,
Taiwan,TWN,2020-05-24,3119.2,2961,2919,3147,3124,3173,3233,
Taiwan,TWN,2020-05-31,3161.2,3074,3006,3234,3109,3188,3269,
Taiwan,TWN,2020-06-07,3141.2,3149,2938,3015,3236,3191,3326,
Taiwan,TWN,2020-06-14,3181.8,3148,3142,3002,3272,3145,3348,
Taiwan,TWN,2020-06-21,3283.6,3188,3379,3203,3321,3093,3422,
Taiwan,TWN,2020-06-28,3257.8,3260,3194,3112,3391,3224,3368,
Taiwan,TWN,2020-07-05,3300.6,3245,3254,3164,3500,3234,3351,
Taiwan,TWN,2020-07-12,3248,3058,3109,3126,3442,3203,3360,
Taiwan,TWN,2020-07-19,3248.2,3241,3035,3115,3483,3233,3375,
Taiwan,TWN,2020-07-26,3257.2,3215,3091,3146,3499,3266,3284,
Taiwan,TWN,2020-08-02,3197.4,3079,2993,3089,3308,3260,3337,
Taiwan,TWN,2020-08-09,3205.4,3041,2988,3043,3457,3287,3252,
Taiwan,TWN,2020-08-16,3117.2,3054,2912,2937,3353,3198,3186,
Taiwan,TWN,2020-08-23,3121.6,3132,2981,3118,3244,3076,3189,
Taiwan,TWN,2020-08-30,3081,2972,2891,3057,3162,3031,3264,
Taiwan,TWN,2020-09-06,3157,3125,2981,3091,3096,3199,3418,
Taiwan,TWN,2020-09-13,3172.2,3097,3028,3056,3088,3256,3433,
Taiwan,TWN,2020-09-20,3155.2,3144,3076,3073,3151,3202,3274,
Taiwan,TWN,2020-09-27,3158.8,3183,3149,3068,3222,3120,3235,
Taiwan,TWN,2020-10-04,3156.4,3105,3045,3071,3084,3173,3409,
Taiwan,TWN,2020-10-11,3127.4,3158,3024,3069,3066,3287,3191,
Taiwan,TWN,2020-10-18,3128.4,3128,3020,3154,3089,3131,3248,
Taiwan,TWN,2020-10-25,3185.6,3243,3087,3036,3235,3223,3347,
Taiwan,TWN,2020-11-01,3177.8,3316,3019,3034,3184,3316,3336,
Taiwan,TWN,2020-11-08,3173.8,3194,3024,3258,3207,3139,3241,
Taiwan,TWN,2020-11-15,3126.2,3263,2953,3189,3010,3205,3274,
Taiwan,TWN,2020-11-22,3087.8,3280,3038,3097,3068,2934,3302,
Taiwan,TWN,2020-11-29,3171.8,3233,3018,3254,3195,3178,3214,
Taiwan,TWN,2020-12-06,3284,3287,3152,3348,3277,3254,3389,
Taiwan,TWN,2020-12-13,3389,3413,3164,3326,3523,3217,3715,
Taiwan,TWN,2020-12-20,3439.2,3507,3345,3313,3554,3369,3615,
Taiwan,TWN,2020-12-27,3372.4,3473,3300,3322,3643,3240,3357,
Taiwan,TWN,2021-01-03,3372.4,,,,,,,
Thailand,THA,2020-01-31,42827.5,47125,,40316,40798,44867,45329,46685
Thailand,THA,2020-02-29,38314.5,39758,,40557,36493,38000,38208,38228
Thailand,THA,2020-03-31,40301.25,44304,,42396,39080,38987,40742,
Thailand,THA,2020-04-30,42304,40057,,45129,36461,39660,47966,
Thailand,THA,2020-05-31,40890.5,39674,,41071,39543,38708,44240,
Thailand,THA,2020-06-30,37054.25,39479,,36132,37518,36867,37700,
Thailand,THA,2020-07-31,39307.75,39817,,36916,38322,39105,42888,
Thailand,THA,2020-08-31,40037.25,40999,,40397,40097,40663,38992,
Thailand,THA,2020-09-30,38903.5,39361,,38582,38148,37147,41737,
Thailand,THA,2020-10-31,41842,41640,,40338,41565,41876,43589,
Thailand,THA,2020-11-30,39572.5,43545,,38617,39861,39332,40480,
Thailand,THA,2020-12-31,40919.25,45679,,39983,41025,38329,44340,
Transnistria,OWID_TRS,2020-01-31,693,605,,,725,626,728,902
Transnistria,OWID_TRS,2020-02-29,576.67,518,,,551,587,592,654
Transnistria,OWID_TRS,2020-03-31,616.33,620,,,598,683,568,
Transnistria,OWID_TRS,2020-04-30,529.67,461,,,513,545,531,
Transnistria,OWID_TRS,2020-05-31,605.67,596,,,586,602,629,
Transnistria,OWID_TRS,2020-06-30,519.67,564,,,529,502,528,
Transnistria,OWID_TRS,2020-07-31,489.25,550,,479,484,446,548,
Transnistria,OWID_TRS,2020-08-31,543.75,517,,572,546,533,524,
Transnistria,OWID_TRS,2020-09-30,482,580,,474,476,468,510,
Transnistria,OWID_TRS,2020-10-31,569.5,606,,507,576,617,578,
Transnistria,OWID_TRS,2020-11-30,551.75,636,,600,550,533,524,
Transnistria,OWID_TRS,2020-12-31,573.25,1005,,608,550,585,550,
Tunisia,TUN,2020-01-05,1646.2,1699,1835,1424,1706,1684,1582,2238
Tunisia,TUN,2020-01-12,1655.8,1618,1684,1307,1853,1677,1758,2230
Tunisia,TUN,2020-01-19,1679.8,1772,1560,1358,2021,1655,1805,2197
Tunisia,TUN,2020-01-26,1708.6,1783,1600,1494,2058,1670,1721,2194
Tunisia,TUN,2020-02-02,1657.2,1758,1666,1362,1915,1552,1791,2014
Tunisia,TUN,2020-02-09,1649.8,1761,1618,1457,1703,1666,1805,1728
Tunisia,TUN,2020-02-16,1638,1717,1816,1314,1684,1607,1769,
Tunisia,TUN,2020-02-23,1621.2,1622,1758,1369,1585,1684,1710,
Tunisia,TUN,2020-03-01,1614,1523,1721,1340,1574,1688,1747,
Tunisia,TUN,2020-03-08,1495.2,1453,1527,1453,1362,1534,1600,
Tunisia,TUN,2020-03-15,1417.4,1387,1497,1468,1347,1417,1358,
Tunisia,TUN,2020-03-22,1438,1431,1457,1508,1307,1413,1505,
Tunisia,TUN,2020-03-29,1381.2,1395,1376,1354,1266,1486,1424,
Tunisia,TUN,2020-04-05,1260.6,1296,1292,1179,1204,1296,1332,
Tunisia,TUN,2020-04-12,1255.6,1263,1252,1215,1223,1252,1336,
Tunisia,TUN,2020-04-19,1210.8,1153,1168,1102,1204,1237,1343,
Tunisia,TUN,2020-04-26,1170.8,1087,1157,1036,1157,1212,1292,
Tunisia,TUN,2020-05-03,1149.4,1109,1087,1171,1168,1168,1153,
Tunisia,TUN,2020-05-10,1131,1083,1058,1116,1153,1124,1204,
Tunisia,TUN,2020-05-17,1089.8,1080,1058,1006,1098,1149,1138,
Tunisia,TUN,2020-05-24,1099.6,1087,1069,1149,1069,1032,1179,
Tunisia,TUN,2020-05-31,1117.8,1043,1105,1102,1109,1127,1146,
Tunisia,TUN,2020-06-07,1095.6,1083,1065,1050,1028,1054,1281,
Tunisia,TUN,2020-06-14,1079,1087,1065,1032,1014,1102,1182,
Tunisia,TUN,2020-06-21,1078.2,1091,988,1017,1061,1102,1223,
Tunisia,TUN,2020-06-28,1133,1263,962,1032,1325,1149,1197,
Tunisia,TUN,2020-07-05,1171.8,1164,1050,1076,1131,1259,1343,
Tunisia,TUN,2020-07-12,1207.2,1164,988,1102,1274,1259,1413,
Tunisia,TUN,2020-07-19,1196.8,1127,1138,1102,1182,1332,1230,
Tunisia,TUN,2020-07-26,1233.8,1212,1230,1164,1212,1340,1223,
Tunisia,TUN,2020-08-02,1287.2,1475,1501,1164,1303,1234,1234,
Tunisia,TUN,2020-08-09,1298.8,1197,1223,1065,1585,1127,1494,
Tunisia,TUN,2020-08-16,1159.6,1307,1160,1047,1164,1157,1270,
Tunisia,TUN,2020-08-23,1141.4,1351,1109,1069,1153,1153,1223,
Tunisia,TUN,2020-08-30,1164.8,1219,1116,1157,1190,1190,1171,
Tunisia,TUN,2020-09-06,1143.8,1201,1116,1039,1094,1255,1215,
Tunisia,TUN,2020-09-13,1154.4,1164,1149,1036,1186,1186,1215,
Tunisia,TUN,2020-09-20,1161.6,1406,1054,1116,1179,1182,1277,
Tunisia,TUN,2020-09-27,1109.8,1376,1050,1047,1098,1131,1223,
Tunisia,TUN,2020-10-04,1146.6,1538,1113,1047,1138,1245,1190,
Tunisia,TUN,2020-10-11,1187.2,1640,1105,1083,1212,1266,1270,
Tunisia,TUN,2020-10-18,1185.4,1860,1120,1124,1219,1245,1219,
Tunisia,TUN,2020-10-25,1164,1831,1072,1127,1135,1241,1245,
Tunisia,TUN,2020-11-01,1209.2,1871,1193,1091,1255,1270,1237,
Tunisia,TUN,2020-11-08,1248.2,1769,1175,1168,1292,1318,1288,
Tunisia,TUN,2020-11-15,1298.6,1714,1109,1303,1354,1358,1369,
Tunisia,TUN,2020-11-22,1339.6,1835,1186,1299,1413,1321,1479,
Tunisia,TUN,2020-11-29,1370.4,1791,1340,1252,1365,1376,1519,
Tunisia,TUN,2020-12-06,1376.4,1875,1237,1347,1505,1354,1439,
Tunisia,TUN,2020-12-13,1394.6,1820,1270,1325,1549,1354,1475,
Tunisia,TUN,2020-12-20,1454.8,1831,1263,1409,1666,1406,1530,
Tunisia,TUN,2020-12-27,1438.8,1857,1358,1219,1692,1512,1413,
Ukraine,UKR,2020-01-31,57144.2,53610,55287,56236,58151,53851,62196,57721
Ukraine,UKR,2020-02-29,48311.8,47128,50428,48796,47356,47088,47891,
Ukraine,UKR,2020-03-31,52085.6,48326,57059,50367,49737,54088,49177,
Ukraine,UKR,2020-04-30,49104,46223,54514,47510,47050,48567,47879,
Ukraine,UKR,2020-05-31,51095.8,44680,50070,49717,51274,50627,53791,
Ukraine,UKR,2020-06-30,44957.8,47043,45851,47181,44565,43796,43396,
Ukraine,UKR,2020-07-31,45924.4,47297,48291,44485,42566,46350,47930,
Ukraine,UKR,2020-08-31,44229.6,44008,42867,44871,45806,45245,42359,
Ukraine,UKR,2020-09-30,42430.4,48372,43642,42760,41966,41870,41914,
Ukraine,UKR,2020-10-31,49842.2,59047,48919,47994,49054,52999,50245,
Ukraine,UKR,2020-11-30,48575.4,63438,47087,49849,48332,50623,46986,
Ukraine,UKR,2020-12-31,50564.4,67663,50780,53865,48266,52561,47350,
United Kingdom,GBR,2020-01-05,13803.6,13767,13430,14860,13608,14699,12421,20039
United Kingdom,GBR,2020-01-12,15781,16018,18317,13149,15526,17429,14484,20035
United Kingdom,GBR,2020-01-19,14983,14723,16735,13056,15230,16351,13543,20709
United Kingdom,GBR,2020-01-26,14455.2,13426,15710,12853,14461,15970,13282,20489
United Kingdom,GBR,2020-02-02,13836.2,13123,14559,12556,14184,15084,12798,19160
United Kingdom,GBR,2020-02-09,13505.2,12532,13728,12680,13794,14104,13220,17148
United Kingdom,GBR,2020-02-16,13200.8,12416,13510,12015,13209,13924,13346,15583
United Kingdom,GBR,2020-02-23,13148.2,12299,13069,12716,13328,13752,12876,14290
United Kingdom,GBR,2020-03-01,12677.6,12333,13179,12730,12815,12188,12476,13115
United Kingdom,GBR,2020-03-08,13063.6,12412,13003,12487,12577,14857,12394,12471
United Kingdom,GBR,2020-03-15,12684.6,12539,12472,12480,12088,14366,12017,
United Kingdom,GBR,2020-03-22,12003.8,12113,12026,10970,11832,13397,11794,
United Kingdom,GBR,2020-03-29,11547.6,12508,11985,11733,11453,11308,11259,
United Kingdom,GBR,2020-04-05,11679,18565,10321,13059,11304,12269,11442,
United Kingdom,GBR,2020-04-12,11916.6,20929,11572,12753,9756,13841,11661,
United Kingdom,GBR,2020-04-19,11848,24691,13058,12310,10993,12639,10240,
United Kingdom,GBR,2020-04-26,11842.6,24303,12020,11792,12354,11595,11452,
United Kingdom,GBR,2020-05-03,11310.8,20059,11559,10396,10371,11535,12693,
United Kingdom,GBR,2020-05-10,10884.6,14428,10137,11997,12110,9820,10359,
United Kingdom,GBR,2020-05-17,11546.4,16390,11692,11221,11716,11386,11717,
United Kingdom,GBR,2020-05-24,11276.4,13839,11323,11011,11423,10973,11652,
United Kingdom,GBR,2020-05-31,9445.8,11268,9513,9189,9601,9395,9531,
United Kingdom,GBR,2020-06-07,11321.8,12106,11590,11171,11131,11257,11460,
United Kingdom,GBR,2020-06-14,10700.2,11302,10856,10668,10693,10533,10751,
United Kingdom,GBR,2020-06-21,10696.2,10694,10625,10607,10932,10511,10806,
United Kingdom,GBR,2020-06-28,10601.6,10282,10516,10523,10619,10528,10822,
United Kingdom,GBR,2020-07-05,10480.4,10412,10539,10411,10563,10564,10325,
United Kingdom,GBR,2020-07-12,10508.4,9942,10277,10646,10641,10467,10511,
United Kingdom,GBR,2020-07-19,10356.4,10096,10022,10666,10422,10349,10323,
United Kingdom,GBR,2020-07-26,10309.4,10160,10019,10604,10147,10355,10422,
United Kingdom,GBR,2020-08-02,10305,10262,9891,10427,10236,10408,10563,
United Kingdom,GBR,2020-08-09,10359.8,10236,10150,10426,10277,10541,10405,
United Kingdom,GBR,2020-08-16,10343.2,10598,10346,10312,10564,10091,10403,
United Kingdom,GBR,2020-08-23,10431.2,10990,10354,10633,10695,10199,10275,
United Kingdom,GBR,2020-08-30,9469.8,10365,10235,9223,9369,9045,9477,
United Kingdom,GBR,2020-09-06,10428.6,9023,9092,10677,10776,10680,10918,
United Kingdom,GBR,2020-09-13,10608.4,11176,10567,10399,10689,10496,10891,
United Kingdom,GBR,2020-09-20,10545,10796,10381,10182,10873,10498,10791,
United Kingdom,GBR,2020-09-27,10706.4,10890,10819,10276,11027,10458,10952,
United Kingdom,GBR,2020-10-04,10887.8,11469,10697,10665,11098,10867,11112,
United Kingdom,GBR,2020-10-11,11184.4,11374,11106,11013,11353,11047,11403,
United Kingdom,GBR,2020-10-18,11221.6,11946,10793,11130,11385,11176,11624,
United Kingdom,GBR,2020-10-25,11092.2,12317,10965,11047,11151,10885,11413,
United Kingdom,GBR,2020-11-01,11250.4,12517,10999,11459,11362,10866,11566,
United Kingdom,GBR,2020-11-08,11725.4,13448,11301,11800,11762,11587,12177,
United Kingdom,GBR,2020-11-15,11800.8,13998,11335,12202,11771,11551,12145,
United Kingdom,GBR,2020-11-22,11817,14291,11174,12063,12092,11286,12470,
United Kingdom,GBR,2020-11-29,11798.4,14133,11212,11896,12042,11388,12454,
United Kingdom,GBR,2020-12-06,12154.8,13986,11743,12732,12342,11685,12272,
United Kingdom,GBR,2020-12-13,12323.8,13942,11699,12067,12923,12078,12852,
United Kingdom,GBR,2020-12-20,13155.6,14658,12133,13129,14304,12647,13565,
United Kingdom,GBR,2020-12-27,9229.6,13035,9805,9334,9898,8384,8727,
United Kingdom,GBR,2021-01-03,9229.6,11580,,,,,,
United States,USA,2020-01-05,60155.5,60159,,55937,59890,66334,58461,82255
United States,USA,2020-01-12,60962.2,60714,61882,55654,61108,67661,58506,81636
United States,USA,2020-01-19,59833.2,59344,61261,55280,59444,64808,58373,77504
United States,USA,2020-01-26,58714,59144,58738,55709,58174,62918,58031,73119
United States,USA,2020-02-02,58060.2,58809,57380,54995,58530,61120,58276,69717
United States,USA,2020-02-09,58332.4,59445,57393,55222,59155,61242,58650,
United States,USA,2020-02-16,57820.4,58792,56535,55912,58596,59945,58114,
United States,USA,2020-02-23,57177.8,58877,56462,54975,58376,57933,58143,
United States,USA,2020-03-01,56854,59301,56028,55982,57354,56824,58082,
United States,USA,2020-03-08,57187.4,59675,56221,56225,57590,57236,58665,
United States,USA,2020-03-15,56237,58655,55374,54566,56772,56453,58020,
United States,USA,2020-03-22,55886.8,59187,54387,54772,57157,55904,57214,
United States,USA,2020-03-29,54997.2,62987,53336,53980,55832,55038,56800,
United States,USA,2020-04-05,54935,72269,53121,54170,55262,55412,56710,
United States,USA,2020-04-12,54465.4,79066,52785,53603,54967,55347,55625,
United States,USA,2020-04-19,53627,76766,52942,53254,53171,54152,54616,
United States,USA,2020-04-26,52772.4,73887,51702,51162,53391,53840,53767,
United States,USA,2020-05-03,52741.4,69274,51590,51373,52749,53877,54118,
United States,USA,2020-05-10,52152.2,66786,51758,51108,52074,52210,53611,
United States,USA,2020-05-17,51664.2,64451,50771,50554,52572,50737,53687,
United States,USA,2020-05-24,51195.8,61595,49428,50586,51091,51052,53822,
United States,USA,2020-05-31,51003.6,59647,49816,49823,51366,51157,52856,
United States,USA,2020-06-07,51217.4,58858,49132,50026,51513,52119,53297,
United States,USA,2020-06-14,51010.2,57991,49845,49995,50915,51507,52789,
United States,USA,2020-06-21,50778.6,57958,49222,49718,51313,51218,52422,
United States,USA,2020-06-28,50614.6,58456,49169,49844,50746,50997,52317,
United States,USA,2020-07-05,50904.6,59766,49334,49789,51085,51817,52498,
United States,USA,2020-07-12,50455,61887,49019,49730,50124,51332,52070,
United States,USA,2020-07-19,50293.4,63117,49344,49374,50222,50727,51800,
United States,USA,2020-07-26,50032,64185,48655,49809,49487,50409,51800,
United States,USA,2020-08-02,50174.6,64159,48673,49648,50204,50794,51554,
United States,USA,2020-08-09,50287.8,63661,48279,49829,50360,51124,51847,
United States,USA,2020-08-16,49968.6,63582,48086,49920,50290,50420,51127,
United States,USA,2020-08-23,49907.2,62496,48546,49598,49655,50585,51152,
United States,USA,2020-08-30,50255.4,61019,48615,49685,50952,50741,51284,
United States,USA,2020-09-06,50497.8,60153,48817,50192,51100,50426,51954,
United States,USA,2020-09-13,50738.6,59553,48885,50029,51815,51214,51750,
United States,USA,2020-09-20,50778,59618,48935,49983,51353,51714,51905,
United States,USA,2020-09-27,51021.4,60501,49329,50357,51458,51083,52880,
United States,USA,2020-10-04,51563,59595,48916,51512,52229,52478,52680,
United States,USA,2020-10-11,52032.6,61439,51048,52237,51695,51966,53217,
United States,USA,2020-10-18,52280.4,60053,49936,51559,52349,53117,54441,
United States,USA,2020-10-25,52687.4,61555,50761,51973,52679,53873,54151,
United States,USA,2020-11-01,52822.6,62792,50471,51862,53814,53759,54207,
United States,USA,2020-11-08,53362.6,66539,51282,52639,53376,53688,55828,
United States,USA,2020-11-15,53809,67788,50744,53546,53910,54815,56030,
United States,USA,2020-11-22,54047.4,70226,51489,53224,54221,54990,56313,
United States,USA,2020-11-29,54319.2,71749,51292,54610,54900,55203,55591,
United States,USA,2020-12-06,55317.6,75248,52088,55240,55739,56106,57415,
United States,USA,2020-12-13,56321.6,79232,53661,56100,57534,56524,57789,
United States,USA,2020-12-20,56538.2,79863,51948,56809,59678,56664,57592,
United States,USA,2020-12-27,57333.6,80882,52866,57782,61243,56162,58615,
United States,USA,2021-01-03,57333.6,82990,,,,,,
Uzbekistan,UZB,2020-01-31,10178.8,11136,9402,8986,11088,10089,11329,
Uzbekistan,UZB,2020-02-29,13366.4,13693,13028,13307,13834,13645,13018,
Uzbekistan,UZB,2020-03-31,13461.4,12633,12873,13515,14407,13972,12540,
Uzbekistan,UZB,2020-04-30,13018,11613,13276,12809,12879,12983,13143,
Uzbekistan,UZB,2020-05-31,12893.4,11792,11707,12426,13913,13263,13158,
Uzbekistan,UZB,2020-06-30,12162,13787,12748,12809,12598,11610,11045,
Uzbekistan,UZB,2020-07-31,13731.8,17345,13701,12118,13844,14219,14777,
Uzbekistan,UZB,2020-08-31,12252.8,20706,11387,12457,13260,11868,12292,
Uzbekistan,UZB,2020-09-30,10857.2,13161,10947,10493,11045,10950,10851,
Uzbekistan,UZB,2020-10-31,11917.8,15629,11651,11590,12256,12144,11948,
Uzbekistan,UZB,2020-11-30,12830.4,14204,12495,13615,13102,12667,12273,
Uzbekistan,UZB,2020-12-31,18736.4,19938,18820,20666,18497,17503,18196,
